Table Name,Column Name,Data Type,Nullable,Length,Precision,Scale,Default,Comments
"V_TX_OT_TEMP","OUTPUT_PLAN_DESC","VARCHAR2","Y","1000",,,,
"V_TX_OT_TEMP","ACTIVITY_SUB_CODE","VARCHAR2","Y","255",,,,
"V_TX_OT_TEMP","ACTIVITY_SUB_DESC","VARCHAR2","Y","1000",,,,
"V_TX_OT_TEMP","BUDGET_CODE","VARCHAR2","Y","20",,,,
"V_TX_OT_TEMP","AMOUNT_CF","NUMBER","Y","22",,,,
"accommodation_rates","id","NUMBER","N","22",,"0",,
"accommodation_rates","note","CLOB","Y","4000",,,,
"accommodation_rates","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"accommodation_rates","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"accommodation_rates","travel_type","VARCHAR2","N","13",,,,
"accommodation_rates","position_name","VARCHAR2","Y","255",,,,
"accommodation_rates","level_code_start","VARCHAR2","Y","255",,,,
"accommodation_rates","level_code_end","VARCHAR2","Y","255",,,,
"accommodation_rates","position_group_name","VARCHAR2","N","255",,,,
"accommodation_rates","rate_mode","VARCHAR2","N","11",,,,
"accommodation_rates","flat_rate_amount","NUMBER","Y","22","10","2",,
"accommodation_rates","single_room_amount","NUMBER","Y","22","10","2",,
"accommodation_rates","double_room_percentage","NUMBER","Y","22",,"0",,
"accommodation_rates","country_type","VARCHAR2","Y","1",,,,
"amphurs","id","NUMBER","N","22",,"0",,
"amphurs","name_th","VARCHAR2","Y","255",,,,
"amphurs","name_en","VARCHAR2","Y","255",,,,
"amphurs","province_id","NUMBER","Y","22",,"0",,
"amphurs","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"amphurs","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval","id","NUMBER","N","22",,"0",,
"approval","increment_id","VARCHAR2","Y","255",,,,
"approval","record_type","VARCHAR2","Y","255",,,,
"approval","name","VARCHAR2","Y","255",,,,
"approval","employee_code","VARCHAR2","Y","255",,,,
"approval","travel_type","VARCHAR2","Y","255",,,,
"approval","international_sub_option","VARCHAR2","Y","255",,,,
"approval","approval_ref","NUMBER","Y","22",,"0",,
"approval","work_start_date","VARCHAR2","Y","255",,,,
"approval","work_end_date","VARCHAR2","Y","255",,,,
"approval","start_country","VARCHAR2","Y","255",,,,
"approval","end_country","VARCHAR2","Y","255",,,,
"approval","remarks","VARCHAR2","Y","255",,,,
"approval","num_travelers","VARCHAR2","Y","255",,,,
"approval","document_no","VARCHAR2","Y","255",,,,
"approval","document_tel","VARCHAR2","Y","255",,,,
"approval","document_to","VARCHAR2","Y","255",,,,
"approval","document_title","CLOB","Y","4000",,,,
"approval","attachment_id","NUMBER","Y","22",,"0",,
"approval","form3_total_outbound","FLOAT","Y","22","126",,,
"approval","form3_total_inbound","FLOAT","Y","22","126",,,
"approval","form3_total_amount","FLOAT","Y","22","126",,,
"approval","exceed_lodging_rights_checked","NUMBER","Y","22","1","0","'0' ",
"approval","exceed_lodging_rights_reason","CLOB","Y","4000",,,,
"approval","form4_total_amount","FLOAT","Y","22","126",,,
"approval","form5_total_amount","FLOAT","Y","22","126",,,
"approval","confidentiality_level","VARCHAR2","Y","4000",,,,
"approval","urgency_level","VARCHAR2","Y","4000",,,,
"approval","departments","VARCHAR2","Y","4000",,,,
"approval","degrees","VARCHAR2","Y","4000",,,,
"approval","staff","VARCHAR2","Y","255",,,,
"approval","comments","VARCHAR2","Y","255",,,,
"approval","approval_date","VARCHAR2","Y","255",,,,
"approval","final_departments","VARCHAR2","Y","4000",,,,
"approval","final_degrees","VARCHAR2","Y","4000",,,,
"approval","final_staff","VARCHAR2","Y","255",,,,
"approval","signer_date","VARCHAR2","Y","255",,,,
"approval","document_ending","VARCHAR2","Y","255",,,,
"approval","document_ending_wording","CLOB","Y","4000",,,,
"approval","signer_name","VARCHAR2","Y","255",,,,
"approval","use_file_signature","NUMBER","Y","22","1","0","'0' ",
"approval","signature_attachment_id","NUMBER","Y","22",,"0",,
"approval","use_system_signature","NUMBER","Y","22","1","0","'0' ",
"approval","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval","approval_status_label_id","NUMBER","Y","22",,"0",,
"approval","deleted_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"approval","staff_employee_code","VARCHAR2","Y","255",,,,
"approval","final_staff_employee_code","VARCHAR2","Y","255",,,,
"approval","continuous_employee_code","VARCHAR2","Y","255",,,,
"approval","approval_print_number","VARCHAR2","Y","255",,,,
"approval","expense_print_number","VARCHAR2","Y","255",,,,
"approval","created_employee_code","VARCHAR2","Y","255",,,,
"approval","created_employee_name","VARCHAR2","Y","255",,,,
"approval","document_number","VARCHAR2","Y","255",,,,
"approval","is_cancel_approval","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","id","NUMBER","N","22",,"0",,
"approval_accommodation_expense","total_amount","FLOAT","Y","22","126",,,
"approval_accommodation_expense","has_meal_out","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","has_meal_in","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","meal_out_amount","FLOAT","Y","22","126",,,
"approval_accommodation_expense","meal_in_amount","FLOAT","Y","22","126",,,
"approval_accommodation_expense","meal_out_count","FLOAT","Y","22","126",,,
"approval_accommodation_expense","meal_in_count","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_out_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","allowance_out_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_out_days","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_out_total","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_in_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","allowance_in_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_in_days","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_in_total","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_fixed_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","lodging_double_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","lodging_single_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","lodging_nights","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_double_nights","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_double_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_single_nights","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_single_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","lodging_double_person","VARCHAR2","Y","255",,,,
"approval_accommodation_expense","lodging_double_person_external","VARCHAR2","Y","255",,,,
"approval_accommodation_expense","lodging_total","FLOAT","Y","22","126",,,
"approval_accommodation_expense","transport_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","transport_total","FLOAT","Y","22","126",,,
"approval_accommodation_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_accommodation_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_accommodation_expense","staff_member_id","NUMBER","Y","22",,"0",,
"approval_accommodation_expense","trip_entry_id","NUMBER","Y","22",,"0",,
"approval_accommodation_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_accommodation_expense","work_location_id","NUMBER","Y","22","38","0",,
"approval_accommodation_expense","moving_cost_checked","NUMBER","Y","22","1","0","0",
"approval_accommodation_expense","moving_cost_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_abroad_flat_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","allowance_abroad_actual_checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","allowance_abroad_flat_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_abroad_actual_rate","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_abroad_days","FLOAT","Y","22","126",,,
"approval_accommodation_expense","allowance_abroad_total","FLOAT","Y","22","126",,,
"approval_accommodation_expense","has_meal_abroad_flat","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","has_meal_abroad_actual","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_expense","meal_abroad_flat_count","FLOAT","Y","22","126",,,
"approval_accommodation_expense","meal_abroad_actual_count","FLOAT","Y","22","126",,,
"approval_accommodation_expense","meal_abroad_flat_amount","FLOAT","Y","22","126",,,
"approval_accommodation_expense","meal_abroad_actual_amount","FLOAT","Y","22","126",,,
"approval_accommodation_holiday_expense","id","NUMBER","N","22",,"0",,
"approval_accommodation_holiday_expense","date","VARCHAR2","Y","255",,,,
"approval_accommodation_holiday_expense","thai_date","VARCHAR2","Y","255",,,,
"approval_accommodation_holiday_expense","checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_holiday_expense","time","VARCHAR2","Y","255",,,,
"approval_accommodation_holiday_expense","hours","VARCHAR2","Y","255",,,,
"approval_accommodation_holiday_expense","total","FLOAT","Y","22","126",,,
"approval_accommodation_holiday_expense","note","CLOB","Y","4000",,,,
"approval_accommodation_holiday_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_accommodation_holiday_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_accommodation_holiday_expense","approval_accommodation_expense_id","NUMBER","Y","22",,"0",,
"approval_accommodation_holiday_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_accommodation_transport_expense","id","NUMBER","N","22",,"0",,
"approval_accommodation_transport_expense","type","VARCHAR2","Y","255",,,,
"approval_accommodation_transport_expense","amount","FLOAT","Y","22","126",,,
"approval_accommodation_transport_expense","checked","NUMBER","Y","22","1","0","'0' ",
"approval_accommodation_transport_expense","flight_route","VARCHAR2","Y","255",,,,
"approval_accommodation_transport_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_accommodation_transport_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_accommodation_transport_expense","approval_accommodation_expense_id","NUMBER","Y","22",,"0",,
"approval_accommodation_transport_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_attachments","id","NUMBER","N","22",,"0",,
"approval_attachments","entity_type","VARCHAR2","N","100",,,,
"approval_attachments","entity_id","NUMBER","N","22",,"0",,
"approval_attachments","file_id","NUMBER","N","22",,"0",,
"approval_attachments","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_attachments","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_budgets","id","NUMBER","N","22",,"0",,
"approval_budgets","budget_type","VARCHAR2","Y","255",,,,
"approval_budgets","item_type","VARCHAR2","Y","255",,,,
"approval_budgets","reservation_code","VARCHAR2","Y","255",,,,
"approval_budgets","department","VARCHAR2","Y","255",,,,
"approval_budgets","budget_code","VARCHAR2","Y","255",,,,
"approval_budgets","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_budgets","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_budgets","approval_id","NUMBER","Y","22",,"0",,
"approval_budgets","attachment_id","NUMBER","Y","22",,"0",,
"approval_clothing_expense","id","NUMBER","N","22",,"0",,
"approval_clothing_expense","clothing_file_checked","NUMBER","Y","22","1","0","'0' ",
"approval_clothing_expense","clothing_amount","FLOAT","Y","22","126",,,
"approval_clothing_expense","clothing_reason","CLOB","Y","4000",,,,
"approval_clothing_expense","reporting_date","VARCHAR2","Y","255",,,,
"approval_clothing_expense","next_claim_date","VARCHAR2","Y","255",,,,
"approval_clothing_expense","work_end_date","VARCHAR2","Y","255",,,,
"approval_clothing_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_clothing_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_clothing_expense","approval_accommodation_expense_id","NUMBER","Y","22",,"0",,
"approval_clothing_expense","staff_member_id","NUMBER","Y","22",,"0",,
"approval_clothing_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_clothing_expense","increment_id","VARCHAR2","Y","255",,,,
"approval_clothing_expense","destination_country","VARCHAR2","Y","255",,,,
"approval_clothing_expense","attachment_id","NUMBER","Y","22",,"0",,
"approval_clothing_expense","employee_code","VARCHAR2","Y","255",,,,
"approval_conditions","id","NUMBER","N","22",,"0",,
"approval_conditions","text","CLOB","Y","4000",,,,
"approval_conditions","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_conditions","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_conditions","approval_id","NUMBER","Y","22",,"0",,
"approval_contents","id","NUMBER","N","22",,"0",,
"approval_contents","detail","CLOB","Y","4000",,,,
"approval_contents","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_contents","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_contents","approval_id","NUMBER","Y","22",,"0",,
"approval_continuous","id","NUMBER","N","22",,"0",,
"approval_continuous","employee_code","VARCHAR2","N","255",,,,
"approval_continuous","approval_id","NUMBER","N","22",,"0",,
"approval_continuous","approval_continuous_status_id","NUMBER","N","22",,"0",,
"approval_continuous","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_continuous","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_continuous","created_by","VARCHAR2","Y","255",,,,
"approval_continuous","updated_by","VARCHAR2","Y","255",,,,
"approval_continuous","signer_date","VARCHAR2","Y","255",,,,
"approval_continuous","document_ending","VARCHAR2","Y","255",,,,
"approval_continuous","document_ending_wording","CLOB","Y","4000",,,,
"approval_continuous","signer_name","VARCHAR2","Y","255",,,,
"approval_continuous","use_file_signature","NUMBER","Y","22","1","0","'0' ",
"approval_continuous","signature_attachment_id","NUMBER","Y","22",,"0",,
"approval_continuous","use_system_signature","NUMBER","Y","22","1","0","'0' ",
"approval_continuous","comments","CLOB","Y","4000",,,,
"approval_continuous_status","id","NUMBER","N","22",,"0",,
"approval_continuous_status","status_code","VARCHAR2","N","255",,,,
"approval_continuous_status","label","VARCHAR2","N","255",,,,
"approval_continuous_status","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_continuous_status","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_date_ranges","id","NUMBER","N","22",,"0",,
"approval_date_ranges","start_date","VARCHAR2","Y","255",,,,
"approval_date_ranges","end_date","VARCHAR2","Y","255",,,,
"approval_date_ranges","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_date_ranges","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_date_ranges","approval_id","NUMBER","Y","22",,"0",,
"approval_entertainment_expense","id","NUMBER","N","22",,"0",,
"approval_entertainment_expense","entertainment_short_checked","NUMBER","Y","22","1","0","'0' ",
"approval_entertainment_expense","entertainment_long_checked","NUMBER","Y","22","1","0","'0' ",
"approval_entertainment_expense","entertainment_amount","FLOAT","Y","22","126",,,
"approval_entertainment_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_entertainment_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_entertainment_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_entertainment_expense","staff_member_id","NUMBER","Y","22",,"0",,
"approval_entertainment_expense","approval_accommodation_expense_id","NUMBER","Y","22",,"0",,
"approval_other_expense","id","NUMBER","N","22",,"0",,
"approval_other_expense","type","VARCHAR2","Y","255",,,,
"approval_other_expense","amount","FLOAT","Y","22","126",,,
"approval_other_expense","position","CLOB","Y","4000",,,,
"approval_other_expense","reason","VARCHAR2","Y","255",,,,
"approval_other_expense","acknowledged","NUMBER","Y","22","1","0","'0' ",
"approval_other_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_other_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_other_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_staff_members","id","NUMBER","N","22",,"0",,
"approval_staff_members","employee_code","VARCHAR2","Y","255",,,,
"approval_staff_members","type","VARCHAR2","Y","255",,,,
"approval_staff_members","name","VARCHAR2","Y","255",,,,
"approval_staff_members","role","VARCHAR2","Y","255",,,,
"approval_staff_members","position","VARCHAR2","Y","255",,,,
"approval_staff_members","right_equivalent","VARCHAR2","Y","255",,,,
"approval_staff_members","organization_position","VARCHAR2","Y","255",,,,
"approval_staff_members","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_staff_members","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_staff_members","approval_id","NUMBER","Y","22",,"0",,
"approval_staff_members","cancelled","NUMBER","Y","22","1","0","'0' ",
"approval_status","id","NUMBER","N","22",,"0",,
"approval_status","status","VARCHAR2","Y","255",,,,
"approval_status","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_status","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_status","user_id","NUMBER","N","22",,"0",,
"approval_status","approval_id","NUMBER","Y","22",,"0",,
"approval_status_history","id","NUMBER","N","22",,"0",,
"approval_status_history","approval_status_label_id","NUMBER","N","22",,"0",,
"approval_status_history","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_status_history","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_status_history","approval_id","NUMBER","Y","22",,"0",,
"approval_status_history","created_by","VARCHAR2","N","255",,,,
"approval_status_labels","id","NUMBER","N","22",,"0",,
"approval_status_labels","status_code","VARCHAR2","N","255",,,,
"approval_status_labels","label","VARCHAR2","N","255",,,,
"approval_status_labels","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_status_labels","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_transportation_expense","id","NUMBER","N","22",,"0",,
"approval_transportation_expense","travel_type","VARCHAR2","Y","255",,,,
"approval_transportation_expense","expense_type","VARCHAR2","Y","255",,,,
"approval_transportation_expense","travel_method","VARCHAR2","Y","255",,,,
"approval_transportation_expense","outbound_origin","VARCHAR2","Y","255",,,,
"approval_transportation_expense","outbound_destination","VARCHAR2","Y","255",,,,
"approval_transportation_expense","outbound_trips","VARCHAR2","Y","255",,,,
"approval_transportation_expense","outbound_expense","VARCHAR2","Y","255",,,,
"approval_transportation_expense","outbound_total","VARCHAR2","Y","255",,,,
"approval_transportation_expense","inbound_origin","VARCHAR2","Y","255",,,,
"approval_transportation_expense","inbound_destination","VARCHAR2","Y","255",,,,
"approval_transportation_expense","inbound_trips","VARCHAR2","Y","255",,,,
"approval_transportation_expense","inbound_expense","VARCHAR2","Y","255",,,,
"approval_transportation_expense","inbound_total","VARCHAR2","Y","255",,,,
"approval_transportation_expense","total_amount","VARCHAR2","Y","255",,,,
"approval_transportation_expense","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_transportation_expense","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_transportation_expense","staff_member_id","NUMBER","Y","22",,"0",,
"approval_transportation_expense","work_location_id","NUMBER","Y","22",,"0",,
"approval_transportation_expense","approval_id","NUMBER","Y","22",,"0",,
"approval_trip_date_ranges","id","NUMBER","N","22",,"0",,
"approval_trip_date_ranges","start_date","VARCHAR2","Y","255",,,,
"approval_trip_date_ranges","end_date","VARCHAR2","Y","255",,,,
"approval_trip_date_ranges","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_trip_date_ranges","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_trip_date_ranges","approval_trip_entries_id","NUMBER","Y","22",,"0",,
"approval_trip_date_ranges","approval_id","NUMBER","Y","22",,"0",,
"approval_trip_entries","id","NUMBER","N","22",,"0",,
"approval_trip_entries","location","VARCHAR2","Y","255",,,,
"approval_trip_entries","destination","VARCHAR2","Y","255",,,,
"approval_trip_entries","nearby_provinces","NUMBER","Y","22","1","0","'0' ",
"approval_trip_entries","details","CLOB","Y","4000",,,,
"approval_trip_entries","destination_type","VARCHAR2","Y","13",,,,
"approval_trip_entries","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_trip_entries","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_trip_entries","approval_id","NUMBER","Y","22",,"0",,
"approval_trip_entries","destination_id","NUMBER","Y","22",,"0",,
"approval_trip_entries","destination_table","VARCHAR2","Y","255",,,,
"approval_work_locations","id","NUMBER","N","22",,"0",,
"approval_work_locations","location","VARCHAR2","Y","255",,,,
"approval_work_locations","destination","VARCHAR2","Y","255",,,,
"approval_work_locations","nearby_provinces","NUMBER","Y","22","1","0","'0' ",
"approval_work_locations","details","CLOB","Y","4000",,,,
"approval_work_locations","checked","NUMBER","Y","22","1","0",,
"approval_work_locations","destination_type","VARCHAR2","Y","13",,,,
"approval_work_locations","staff_member_id","NUMBER","Y","22",,"0",,
"approval_work_locations","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_work_locations","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_work_locations","approval_id","NUMBER","Y","22",,"0",,
"approval_work_locations","destination_id","NUMBER","Y","22",,"0",,
"approval_work_locations","destination_table","VARCHAR2","Y","255",,,,
"approval_work_locations_date_ranges","id","NUMBER","N","22",,"0",,
"approval_work_locations_date_ranges","start_date","VARCHAR2","Y","255",,,,
"approval_work_locations_date_ranges","end_date","VARCHAR2","Y","255",,,,
"approval_work_locations_date_ranges","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_work_locations_date_ranges","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"approval_work_locations_date_ranges","approval_work_locations_id","NUMBER","Y","22",,"0",,
"approval_work_locations_date_ranges","approval_id","NUMBER","Y","22",,"0",,
"attire_allowance_rates","id","NUMBER","N","22",,"0",,
"attire_allowance_rates","assignment_type","VARCHAR2","N","9",,,,
"attire_allowance_rates","position_name","CLOB","Y","4000",,,,
"attire_allowance_rates","level_code_start","VARCHAR2","Y","255",,,,
"attire_allowance_rates","level_code_end","VARCHAR2","Y","255",,,,
"attire_allowance_rates","rate_thb","NUMBER","N","22","10","2",,
"attire_allowance_rates","spouse_rate_thb","NUMBER","N","22","10","2",,
"attire_allowance_rates","child_rate_thb","NUMBER","N","22","10","2",,
"attire_allowance_rates","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"attire_allowance_rates","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"attire_allowance_rates","destination_group_code","VARCHAR2","Y","20",,,,
"attire_destination_group_countries","id","NUMBER","N","22",,"0",,
"attire_destination_group_countries","destination_group_id","NUMBER","N","22",,"0",,
"attire_destination_group_countries","country_id","NUMBER","N","22",,"0",,
"attire_destination_group_countries","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"attire_destination_group_countries","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"attire_destination_groups","id","NUMBER","N","22",,"0",,
"attire_destination_groups","group_code","VARCHAR2","N","20",,,,
"attire_destination_groups","group_name","VARCHAR2","N","100",,,,
"attire_destination_groups","assignment_type","VARCHAR2","N","9",,,,
"attire_destination_groups","description","CLOB","Y","4000",,,,
"attire_destination_groups","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"attire_destination_groups","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"audit_logs","id","NUMBER","N","22",,"0",,
"audit_logs","action","VARCHAR2","N","255",,,,
"audit_logs","details","CLOB","Y","4000",,,,
"audit_logs","ip_address","VARCHAR2","Y","255",,,,
"audit_logs","user_agent","VARCHAR2","Y","255",,,,
"audit_logs","status","VARCHAR2","Y","255",,,"'success'",
"audit_logs","category","VARCHAR2","Y","255",,,"'general'",
"audit_logs","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"audit_logs","employee_code","VARCHAR2","Y","50",,,,
"audit_logs","employee_name","VARCHAR2","Y","255",,,,
"committee_position","id","NUMBER","N","22",,"0",,
"committee_position","name","VARCHAR2","N","255",,,,
"committee_position","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"committee_position","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"countries","id","NUMBER","N","22",,"0",,
"countries","code","VARCHAR2","N","255",,,,
"countries","name_en","VARCHAR2","N","255",,,,
"countries","name_th","VARCHAR2","N","255",,,,
"countries","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"countries","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"countries","type","VARCHAR2","Y","255",,,,
