Table Name,Column Name,Data Type,Nullable,Length,Precision,Scale,Default,Comments
"countries","percent_increase","NUMBER","Y","22",,"0","'0'",
"currencies","id","NUMBER","N","22",,"0",,
"currencies","currency_th","VARCHAR2","Y","100",,,,
"currencies","currency_code_th","VARCHAR2","Y","50",,,,
"currencies","currency_en","VARCHAR2","Y","100",,,,
"currencies","currency_code_en","VARCHAR2","Y","10",,,,
"disbursement_supporting_document_types","id","NUMBER","N","22",,"0",,
"disbursement_supporting_document_types","name","CLOB","N","4000",,,,
"disbursement_supporting_document_types","description","CLOB","Y","4000",,,,
"disbursement_supporting_document_types","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"disbursement_supporting_document_types","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"disbursement_supporting_forms","id","NUMBER","N","22",,"0",,
"disbursement_supporting_forms","document_type_id","NUMBER","Y","22",,"0",,
"disbursement_supporting_forms","name","CLOB","N","4000",,,,
"disbursement_supporting_forms","description","CLOB","Y","4000",,,,
"disbursement_supporting_forms","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"disbursement_supporting_forms","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"disbursement_supporting_forms","remark","VARCHAR2","Y","4000",,,,
"disbursement_supporting_questions","id","NUMBER","N","22",,"0",,
"disbursement_supporting_questions","form_id","NUMBER","Y","22",,"0",,
"disbursement_supporting_questions","question_text","CLOB","N","4000",,,,
"disbursement_supporting_questions","question_content","VARCHAR2","Y","4000",,,,
"disbursement_supporting_questions","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"disbursement_supporting_questions","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"domestic_moving_allowances","id","NUMBER","N","22",,"0",,
"domestic_moving_allowances","distance_start_km","NUMBER","N","22",,"0",,
"domestic_moving_allowances","distance_end_km","NUMBER","N","22",,"0",,
"domestic_moving_allowances","rate_baht","NUMBER","N","22","10","2",,
"domestic_moving_allowances","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"domestic_moving_allowances","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"employee_admin","id","NUMBER","N","22",,"0",,
"employee_admin","pmt_code","VARCHAR2","N","255",,,,
"employee_admin","employee_code","VARCHAR2","N","255",,,,
"employee_admin","employee_name","VARCHAR2","N","255",,,,
"employee_admin","position","VARCHAR2","Y","255",,,,
"employee_admin","department","VARCHAR2","Y","255",,,,
"employee_admin","division","VARCHAR2","Y","255",,,,
"employee_admin","section","VARCHAR2","Y","255",,,,
"employee_admin","is_active","NUMBER","Y","22","1","0","'1' ",
"employee_admin","is_suspended","NUMBER","Y","22","1","0","'0' ",
"employee_admin","suspended_until","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"employee_admin","created_by","VARCHAR2","Y","255",,,,
"employee_admin","updated_by","VARCHAR2","Y","255",,,,
"employee_admin","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"employee_admin","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"employee_admin","deleted_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"entertainment_allowance_levels","id","NUMBER","N","22",,"0",,
"entertainment_allowance_levels","allowance_id","NUMBER","N","22",,"0",,
"entertainment_allowance_levels","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"entertainment_allowance_levels","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"entertainment_allowance_levels","privilege_id","NUMBER","Y","22",,"0",,
"entertainment_allowance_levels","privilege_name","VARCHAR2","Y","255",,,,
"entertainment_allowances","id","NUMBER","N","22",,"0",,
"entertainment_allowances","title","VARCHAR2","N","600",,,,
"entertainment_allowances","min_days","NUMBER","N","22",,"0",,
"entertainment_allowances","max_days","NUMBER","N","22",,"0",,
"entertainment_allowances","amount","NUMBER","N","22","10","2",,
"entertainment_allowances","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"entertainment_allowances","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"entertainment_allowances","privilege_id","NUMBER","Y","22",,"0",,
"entertainment_allowances","privilege_name","VARCHAR2","Y","255",,,,
"entertainment_form_status","id","NUMBER","N","22",,"0",,
"entertainment_form_status","name","VARCHAR2","N","50",,,,
"entertainment_form_status","description","VARCHAR2","Y","255",,,,
"entertainment_form_status","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_bangkok_to_place","id","NUMBER","N","22",,"0",,
"expenses_bangkok_to_place","amphur_id","NUMBER","Y","22",,"0",,
"expenses_bangkok_to_place","place_id","NUMBER","Y","22",,"0",,
"expenses_bangkok_to_place","rate","NUMBER","N","22","10","2",,
"expenses_bangkok_to_place","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_bangkok_to_place","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_other","id","NUMBER","N","22",,"0",,
"expenses_other","name","CLOB","N","4000",,,,
"expenses_other","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_other","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_other_conditions","id","NUMBER","N","22",,"0",,
"expenses_other_conditions","expenses_other_id","NUMBER","N","22",,"0",,
"expenses_other_conditions","position_code","VARCHAR2","Y","255",,,,
"expenses_other_conditions","level_code","VARCHAR2","Y","255",,,,
"expenses_other_conditions","scope","VARCHAR2","Y","13",,,,
"expenses_other_conditions","max_amount","NUMBER","N","22","10","2",,
"expenses_other_conditions","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_other_conditions","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_other_conditions","position_name","VARCHAR2","Y","255",,,,
"expenses_vehicle","id","NUMBER","N","22",,"0",,
"expenses_vehicle","code","VARCHAR2","N","255",,,,
"expenses_vehicle","title","CLOB","N","4000",,,,
"expenses_vehicle","rate","NUMBER","N","22","10","2",,
"expenses_vehicle","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"expenses_vehicle","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"files","id","NUMBER","N","22",,"0",,
"files","original_name","VARCHAR2","N","600",,,,
"files","file_name","VARCHAR2","N","600",,,,
"files","mime_type","VARCHAR2","N","255",,,,
"files","size","NUMBER","N","22",,"0",,
"files","path","VARCHAR2","N","255",,,,
"files","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"files","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"holiday_work_hours","id","NUMBER","N","22",,"0",,
"holiday_work_hours","rate_id","NUMBER","N","22",,"0",,
"holiday_work_hours","hour","NUMBER","N","22",,"0",,
"holiday_work_hours","work_pay","NUMBER","N","22","10","2",,
"holiday_work_hours","tax_rate","NUMBER","N","22","10","2","'0' ",
"holiday_work_hours","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"holiday_work_hours","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"holiday_work_rates","id","NUMBER","N","22",,"0",,
"holiday_work_rates","step_level","NUMBER","N","22","4","2",,
"holiday_work_rates","salary","NUMBER","N","22","10","2",,
"holiday_work_rates","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"holiday_work_rates","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"international_moving_allowances","id","NUMBER","N","22",,"0",,
"international_moving_allowances","office","VARCHAR2","N","255",,,,
"international_moving_allowances","currency","VARCHAR2","N","255",,,,
"international_moving_allowances","director_salary","NUMBER","N","22","10","2",,
"international_moving_allowances","deputy_director_salary","NUMBER","N","22","10","2",,
"international_moving_allowances","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"international_moving_allowances","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"knex_migrations","id","NUMBER","N","22",,"0",,
"knex_migrations","name","VARCHAR2","Y","255",,,,
"knex_migrations","batch","NUMBER","Y","22",,"0",,
"knex_migrations","migration_time","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"knex_migrations_lock","index","NUMBER","N","22",,"0",,
"knex_migrations_lock","is_locked","NUMBER","Y","22",,"0",,
"masterdata_labels","id","NUMBER","N","22",,"0",,
"masterdata_labels","table_name","VARCHAR2","N","500",,,,
"masterdata_labels","table_description","VARCHAR2","Y","1000",,,,
"masterdata_labels","document_reference","VARCHAR2","N","1000",,,,"Reference document number or identifier"
"masterdata_labels","document_name","VARCHAR2","N","1000",,,,"Name of the reference document"
"masterdata_labels","document_date","DATE","Y","7",,,,"Date of the reference document"
"masterdata_labels","document_url","VARCHAR2","Y","1000",,,,"URL to the reference document if available"
"masterdata_labels","updated_by","VARCHAR2","N","255",,,,
"masterdata_labels","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"masterdata_labels","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meal_allowance","meal_allowance_id","NUMBER","N","22",,"0",,
"meal_allowance","type","VARCHAR2","Y","255",,,,
"meal_allowance","rate_per_day","FLOAT","Y","22","126",,,
"meal_allowance","location","VARCHAR2","Y","6",,,,
"meal_allowance","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meal_allowance","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meal_allowance","rate_per_2_days","FLOAT","Y","22","126",,,
"meal_allowance_level","meal_allowance_id","NUMBER","N","22",,"0",,
"meal_allowance_level","level","VARCHAR2","N","255",,,,
"meeting_expense_report_food_rows","id","NUMBER","N","22","20","0",,
"meeting_expense_report_food_rows","meeting_expense_report_id","NUMBER","N","22","20","0",,"FK to meeting_expense_reports.id"
"meeting_expense_report_food_rows","meal_type","VARCHAR2","N","7",,,,"ประเภทมื้ออาหาร"
"meeting_expense_report_food_rows","meal_name","VARCHAR2","N","50",,,,"ชื่อมื้อ (เช้า, กลางวัน, เย็น)"
"meeting_expense_report_food_rows","checked","NUMBER","Y","22","1","0","'0' ","เลือกใช้หรือไม่"
"meeting_expense_report_food_rows","rate","NUMBER","Y","22","10","2","'0'","อัตรามื้อละ (บาท)"
"meeting_expense_report_food_rows","amount","NUMBER","Y","22","15","2","'0'","เป็นเงิน (บาท)"
"meeting_expense_report_food_rows","receipt","VARCHAR2","Y","255",,,,"เล่มที่/เลขที่ใบเสร็จรับเงิน"
"meeting_expense_report_food_rows","receipt_date","DATE","Y","7",,,,"วัน เดือน ปี ของใบเสร็จ"
"meeting_expense_report_food_rows","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_expense_report_food_rows","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_expense_report_snack_rows","id","NUMBER","N","22","20","0",,
"meeting_expense_report_snack_rows","meeting_expense_report_id","NUMBER","N","22","20","0",,"FK to meeting_expense_reports.id"
"meeting_expense_report_snack_rows","snack_type","VARCHAR2","N","9",,,,"ประเภทอาหารว่าง"
"meeting_expense_report_snack_rows","snack_name","VARCHAR2","N","50",,,,"ชื่ออาหารว่าง (เช้า, บ่าย)"
"meeting_expense_report_snack_rows","checked","NUMBER","Y","22","1","0","'0' ","เลือกใช้หรือไม่"
"meeting_expense_report_snack_rows","rate","NUMBER","Y","22","10","2","'0'","อัตรามื้อละ (บาท)"
"meeting_expense_report_snack_rows","amount","NUMBER","Y","22","15","2","'0'","เป็นเงิน (บาท)"
"meeting_expense_report_snack_rows","receipt","VARCHAR2","Y","255",,,,"เล่มที่/เลขที่ใบเสร็จรับเงิน"
"meeting_expense_report_snack_rows","receipt_date","DATE","Y","7",,,,"วัน เดือน ปี ของใบเสร็จ"
"meeting_expense_report_snack_rows","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_expense_report_snack_rows","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_expense_reports","id","NUMBER","N","22","20","0",,
"meeting_expense_reports","department","VARCHAR2","Y","255",,,,"ฝ่าย"
"meeting_expense_reports","section","VARCHAR2","Y","255",,,,"กอง"
"meeting_expense_reports","job","VARCHAR2","Y","255",,,,"งาน"
"meeting_expense_reports","employee_id","VARCHAR2","Y","50",,,,"รหัสพนักงาน"
"meeting_expense_reports","name","VARCHAR2","Y","255",,,,"ชื่อผู้ขอ"
"meeting_expense_reports","position","VARCHAR2","Y","255",,,,"ตำแหน่ง"
"meeting_expense_reports","topic","VARCHAR2","Y","500",,,,"ประชุมเรื่อง"
"meeting_expense_reports","place","VARCHAR2","Y","500",,,,"สถานที่"
"meeting_expense_reports","meeting_type","VARCHAR2","N","255",,,,"ประเภทการจัดประชุม"
"meeting_expense_reports","chairman","VARCHAR2","Y","255",,,,"ประธานที่ประชุม"
"meeting_expense_reports","attendees","VARCHAR2","N","255",,,,"ผู้เข้าร่วมประชุม (คน)"
"meeting_expense_reports","meeting_date","DATE","N","7",,,,"วันที่จัดประชุม"
"meeting_expense_reports","total_amount","NUMBER","Y","22","15","2","'0'","ยอดรวมทั้งหมด"
"meeting_expense_reports","status","VARCHAR2","Y","8",,,"'draft' ","สถานะ"
"meeting_expense_reports","status_description","VARCHAR2","Y","255",,,,"คำอธิบายสถานะ"
"meeting_expense_reports","created_by","VARCHAR2","Y","50",,,,"ผู้สร้าง"
"meeting_expense_reports","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP","วันที่สร้าง"
"meeting_expense_reports","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP","วันที่อัพเดต"
"meeting_expense_reports","deleted_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,"วันที่ลบ (soft delete)"
"meeting_type_rates","id","NUMBER","N","22","20","0",,
"meeting_type_rates","meeting_type_id","NUMBER","N","22","20","0",,"FK to meeting_types.id"
"meeting_type_rates","meal_type","VARCHAR2","N","5",,,,"ประเภทอาหาร (อาหารหลัก/อาหารว่าง)"
"meeting_type_rates","meal_period","VARCHAR2","N","9",,,,"ช่วงมื้ออาหาร"
"meeting_type_rates","rate","NUMBER","N","22","10","2",,"อัตรา (บาท)"
"meeting_type_rates","is_active","NUMBER","Y","22","1","0","'1' ","สถานะการใช้งาน"
"meeting_type_rates","effective_date","DATE","N","7",,,,"วันที่เริ่มมีผล"
"meeting_type_rates","expiry_date","DATE","Y","7",,,,"วันที่หมดอายุ"
"meeting_type_rates","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_type_rates","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_types","id","NUMBER","N","22","20","0",,
"meeting_types","name","VARCHAR2","N","255",,,,"ชื่อประเภทการประชุม"
"meeting_types","description","CLOB","Y","4000",,,,"คำอธิบาย"
"meeting_types","is_active","NUMBER","Y","22","1","0","'1' ","สถานะการใช้งาน"
"meeting_types","sort_order","NUMBER","Y","22",,"0","'0'","ลำดับการแสดงผล"
"meeting_types","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"meeting_types","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"menu_items_access","id","NUMBER","N","22",,"0",,
"menu_items_access","key_name","VARCHAR2","N","255",,,,
"menu_items_access","title","VARCHAR2","N","255",,,,
"menu_items_access","parent_key","VARCHAR2","Y","255",,,,
"menu_items_access","is_active","NUMBER","Y","22","1","0","'1' ",
"menu_items_access","is_admin","NUMBER","Y","22","1","0","'0' ",
"menu_items_access","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"menu_items_access","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"notifications","id","NUMBER","N","22",,"0",,
"notifications","employee_code","VARCHAR2","N","255",,,,
"notifications","title","VARCHAR2","N","255",,,,
"notifications","message","CLOB","N","4000",,,,
"notifications","type","VARCHAR2","N","255",,,,
"notifications","entity_type","VARCHAR2","N","255",,,,
"notifications","entity_id","NUMBER","N","22",,"0",,
"notifications","metadata","VARCHAR2","Y","4000",,,,
"notifications","is_read","NUMBER","Y","22","1","0","'0' ",
"notifications","read_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"notifications","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"notifications","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"office_domestic","id","NUMBER","N","22",,"0",,
"office_domestic","name","VARCHAR2","N","255",,,,
"office_domestic","region","VARCHAR2","N","255",,,,
"office_domestic","is_head_office","NUMBER","Y","22","1","0","'0' ",
"office_domestic","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"office_domestic","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"office_domestic","province_id","NUMBER","Y","22",,"0",,
"office_international","id","NUMBER","N","22",,"0",,
"office_international","name","VARCHAR2","N","255",,,,
"office_international","region","VARCHAR2","N","255",,,,
"office_international","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"office_international","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"office_international","country_id","NUMBER","Y","22",,"0",,
"office_international","currency_id","NUMBER","Y","22",,"0",,
"office_international","pog_code","VARCHAR2","Y","255",,,,
"outsider_equivalent","id","NUMBER","N","22",,"0",,
"outsider_equivalent","name","VARCHAR2","N","255",,,,
"outsider_equivalent","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"outsider_equivalent","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"per_diem_rates","id","NUMBER","N","22",,"0",,
"per_diem_rates","position_group","VARCHAR2","N","255",,,,
"per_diem_rates","position_name","VARCHAR2","Y","255",,,,
"per_diem_rates","level_code_start","VARCHAR2","Y","255",,,,
"per_diem_rates","level_code_end","VARCHAR2","Y","255",,,,
"per_diem_rates","area_type","VARCHAR2","N","6",,,,
"per_diem_rates","per_diem_standard","NUMBER","N","22","10","2",,
"per_diem_rates","is_editable_per_diem","NUMBER","N","22","1","0","'0' ",
"per_diem_rates","max_per_diem","NUMBER","Y","22","10","2",,
"per_diem_rates","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"per_diem_rates","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","N","11",,"6","CURRENT_TIMESTAMP ",
"places","id","NUMBER","N","22",,"0",,
"places","name","CLOB","N","4000",,,,
"places","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"places","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"privilege","id","NUMBER","N","22",,"0",,
"privilege","name","VARCHAR2","Y","255",,,,
"privilege","is_committee_position","NUMBER","Y","22","1","0",,
"privilege","is_outsider_equivalent","NUMBER","Y","22","1","0",,
"privilege","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"privilege","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"privilege","confidential_level","VARCHAR2","Y","12",,,"'NORMAL' ",
"provinces","id","NUMBER","N","22",,"0",,
"provinces","name_th","VARCHAR2","Y","255",,,,
"provinces","name_en","VARCHAR2","Y","255",,,,
"provinces","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"provinces","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"provinces","is_perimeter","NUMBER","Y","22","1","0","'0' ",
"report_accommodation","accommodation_id","NUMBER","N","22",,"0",,
"report_accommodation","form_id","NUMBER","Y","22",,"0",,
"report_accommodation","type","VARCHAR2","Y","255",,,,
"report_accommodation","price_per_day","FLOAT","Y","22","126",,,
"report_accommodation","days","NUMBER","Y","22",,"0",,
"report_accommodation","total","FLOAT","Y","22","126",,,
"report_allowance","allowance_id","NUMBER","N","22",,"0",,
"report_allowance","form_id","NUMBER","Y","22",,"0",,
"report_allowance","type","VARCHAR2","Y","255",,,,
"report_allowance","category","VARCHAR2","Y","255",,,,
"report_allowance","sub_category","VARCHAR2","Y","255",,,,
"report_allowance","days","NUMBER","Y","22",,"0",,
"report_allowance","total","FLOAT","Y","22","126",,,
"report_approve","id","NUMBER","N","22",,"0",,
"report_approve","title","VARCHAR2","Y","255",,,,
"report_approve","creator_name","VARCHAR2","Y","255",,,,
"report_approve","creator_code","VARCHAR2","Y","100",,,,
"report_approve","document_number","VARCHAR2","Y","100",,,,
"report_approve","approve_id","NUMBER","Y","22",,"0",,
"report_approve","status","NUMBER","Y","22",,"0","'1' ",
"report_approve","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_approve","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_approve","deleted_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,
"report_approve_status","id","NUMBER","N","22",,"0",,
"report_approve_status","status","VARCHAR2","N","255",,,,
"report_approve_status","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_approve_status","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_daily_travel_detail","detail_id","NUMBER","N","22",,"0",,
"report_daily_travel_detail","form_id","NUMBER","N","22",,"0",,
"report_daily_travel_detail","departure_place","VARCHAR2","Y","255",,,,
"report_daily_travel_detail","departure_date","DATE","Y","7",,,,
"report_daily_travel_detail","departure_time","VARCHAR2","Y","255",,,,
"report_daily_travel_detail","return_place","VARCHAR2","Y","255",,,,
"report_daily_travel_detail","return_date","DATE","Y","7",,,,
"report_daily_travel_detail","return_time","VARCHAR2","Y","255",,,,
"report_daily_travel_detail","travel_details","VARCHAR2","Y","255",,,,
"report_entertainment_form","id","NUMBER","N","22","20","0",,
"report_entertainment_form","employee_id","VARCHAR2","N","50",,,,"รหัสพนักงาน"
"report_entertainment_form","employee_name","VARCHAR2","N","255",,,,"ชื่อพนักงาน"
"report_entertainment_form","employee_position","VARCHAR2","N","255",,,,"ตำแหน่งพนักงาน"
"report_entertainment_form","department","VARCHAR2","N","255",,,,"ฝ่าย/สำนัก/ภูมิภาค"
"report_entertainment_form","section","VARCHAR2","Y","255",,,,"กอง/กลุ่ม/สำนักงาน"
"report_entertainment_form","job","VARCHAR2","N","255",,,,"งาน/โครงการ"
"report_entertainment_form","status_id","NUMBER","Y","22",,"0","'1'",
"report_entertainment_form","total_amount","NUMBER","Y","22","15","2","'0'","ยอดรวมทั้งหมด"
"report_entertainment_form","approved_by","VARCHAR2","Y","50",,,,"รหัสผู้อนุมัติ"
"report_entertainment_form","approved_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6",,"วันที่อนุมัติ"
"report_entertainment_form","approved_comment","CLOB","Y","4000",,,,"ความคิดเห็นการอนุมัติ"
"report_entertainment_form","created_by","VARCHAR2","N","50",,,,
"report_entertainment_form","created_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_entertainment_form","updated_by","VARCHAR2","Y","50",,,,
"report_entertainment_form","updated_at","TIMESTAMP(6) WITH LOCAL TIME ZONE","Y","11",,"6","CURRENT_TIMESTAMP",
"report_entertainment_items","id","NUMBER","N","22","20","0",,
"report_entertainment_items","report_id","NUMBER","N","22","20","0",,
"report_entertainment_items","description","CLOB","Y","4000",,,,"รายละเอียดการเลี้ยงรับรอง"
"report_entertainment_items","people_count","VARCHAR2","Y","50",,,,"จำนวนคน"
"report_entertainment_items","venue","VARCHAR2","N","255",,,,"สถานที่เลี้ยงรับรอง"
"report_entertainment_items","event_date","DATE","N","7",,,,"วันที่จัดงาน"
"report_entertainment_items","purpose","CLOB","Y","4000",,,,"วัตถุประสงค์/เนื่องในโอกาส"
"report_entertainment_items","receipt_number","VARCHAR2","Y","100",,,,"เลขที่ใบเสร็จ"
"report_entertainment_items","receipt_book","VARCHAR2","Y","50",,,,"เล่มที่ใบเสร็จ"
"report_entertainment_items","amount","NUMBER","N","22","15","2","'0' ","จำนวนเงิน"
"report_entertainment_items","amount_text","VARCHAR2","Y","500",,,,"จำนวนเงินตัวอักษร"
"report_entertainment_items","display_order","NUMBER","Y","22",,"0","'0'",
"report_holiday_wage_detail","holiday_id","NUMBER","N","22",,"0",,
"report_holiday_wage_detail","form_id","NUMBER","N","22",,"0",,
"report_holiday_wage_detail","date","DATE","Y","7",,,,
"report_holiday_wage_detail","hours","NUMBER","Y","22",,"0",,
"report_holiday_wage_detail","year","NUMBER","Y","22",,"0",,
"report_holiday_wage_detail","wage","FLOAT","Y","22","126",,,
"report_holiday_wage_detail","tax","FLOAT","Y","22","126",,,
"report_holiday_wage_detail","total","FLOAT","Y","22","126",,,
"report_other_expense","expense_id","NUMBER","N","22",,"0",,
"report_other_expense","form_id","NUMBER","Y","22",,"0",,
"report_other_expense","name","VARCHAR2","Y","255",,,,
"report_other_expense","amount","FLOAT","Y","22","126",,,
